placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type,normalized_visits_by_state_scaling,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors,normalized_visits_by_total_visits,normalized_visits_by_total_visitors
224-222@63r-6hr-5pv,22h-223@63r-6hr-5pv,Fallsgrove Center for Dentistry,,,Offices of Dentists,Offices of Dentists,621210,39.098552,-77.192122,14955 Shady Grove Rd Ste 200,Rockville,MD,20850,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""7:00"", ""17:00""]], ""Fri"": [[""7:00"", ""15:00""]], ""Sat"": [], ""Sun"": [] }",Orthodontists,,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
zzw-222@63q-9zf-d5f,,Jack Williams Tire,SG_BRAND_9a297a75f34fe018f12e8d12d1060893,Jack Williams Tire,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,41.136974,-75.902202,304 S Mountain Blvd,Mountain Top,PA,18707,US,15702615375,"{ ""Mon"": [[""7:30"", ""18:00""]], ""Tue"": [[""7:30"", ""18:00""]], ""Wed"": [[""7:30"", ""18:00""]], ""Thu"": [[""7:30"", ""18:00""]], ""Fri"": [[""7:30"", ""18:00""]], ""Sat"": [[""7:30"", ""17:00""]], ""Sun"": [] }","Batteries,Oil Changes,Tires",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,48,26,"[10,4,7,7,6,11,3]","[0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0]",420792155021,"{""420250202002"":5,""420792155023"":4,""420792150002"":4,""420792155022"":4,""420792155012"":4,""420792155011"":4,""420792108002"":4}","{""42079215502"":7,""42079215501"":5,""42079215000"":4}","{""420792108002"":4,""420792155023"":4,""420792113031"":4,""420792166003"":4,""420792155021"":4,""420792155032"":4,""420893013011"":4}","{""US"":28}",6033,13,"{""<5"":1,""5-10"":19,""11-20"":7,""21-60"":17,""61-120"":2,""121-240"":2,"">240"":0}","{""Sheetz"":22,""McDonald's"":22,""Sunoco"":19,""Taco Bell"":11,""Turkey Hill"":11,""Sears Home Services"":11,""Dollar General"":8,""Valero Energy"":8,""Walmart"":5,""Freightliner Trucks"":5,""Smokers Choice"":5,""Rite Aid"":5,""Burger King"":5,""Dunkin'"":5,""Family Dollar Stores"":5,""Toyota"":3,""Dodge"":3,""Honda"":3,""Genesis Auto"":3,""Chrysler"":3}","{""McDonald's"":50,""Sunoco"":42,""Turkey Hill"":35,""Sheetz"":31,""Fine Wine and Good Spirits"":27,""Walmart"":23,""Dollar General"":19,""Planet Fitness"":15,""Taco Bell"":15,""CITGO"":15,""Dunkin'"":15,""True Value Hardware"":12,""Wawa"":12,""Sears Home Services"":12,""Pep Boys"":12,""Rite Aid"":12,""Valero Energy"":12,""Dollar Tree"":12,""Family Dollar Stores"":12,""Toyota"":8}","{""android"":13,""ios"":13}",631.7566692,9.76E-04,0.001385841,3.27E-06,5.81E-06
222-222@628-ph5-qcq,,Little Caesars,SG_BRAND_3654ed70612445d52bf3b6f6546d1f23,Little Caesars,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,39.982305,-75.239359,5901 Lancaster Ave,Philadelphia,PA,19151,US,12158782222,,"Counter Service,Pizza,Lunch,Fast Food,Dinner",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,45,33,"[5,2,10,7,9,3,9]","[0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,2,0,0,0,0]",421010114006,"{""421010096003"":5,""421010278001"":4,""421010113001"":4,""421010104004"":4,""421010114004"":4,""421010102001"":4,""420171049012"":4,""420454024003"":4,""420912102003"":4,""421010274021"":4,""421010082006"":4,""421010276003"":4}","{""42101011400"":5,""42101010400"":5,""42101009600"":4,""42101027402"":4,""42101980900"":4,""42091210700"":4,""42101011300"":4,""42101009300"":4,""42101010100"":4}","{""421010111001"":4,""421010102001"":4,""420454024003"":4,""421010113001"":4,""421010375002"":4,""420912102003"":4,""421010104002"":4,""421010114006"":4,""421010001002"":4,""421010096003"":4}","{""US"":32}",2742,11,"{""<5"":1,""5-10"":21,""11-20"":3,""21-60"":7,""61-120"":6,""121-240"":4,"">240"":3}","{""Wawa"":13,""Family Dollar Stores"":10,""Dollar General"":8,""McDonald's"":8,""Walmart"":5,""Wendy's"":5,""Sunoco"":5,""Dunkin'"":5,""Dollar Tree"":5,""Kids Foot Locker"":5,""Rita's Italian Ice"":3,""IHOP"":3,""Fresenius Kidney Care"":3,""Target"":3,""Fairfield Inn & Suites by Marriott"":3,""ALDI"":3,""Beltone"":3,""Lowe's"":3,""KFC"":3,""1-800 Got Junk"":3}","{""Wawa"":42,""Dunkin'"":36,""Kids Foot Locker"":27,""Dollar General"":21,""Sunoco"":21,""Dollar Tree"":21,""Family Dollar Stores"":21,""Walmart"":18,""Rite Aid"":18,""ShopRite"":18,""Target"":15,""Five Below"":15,""Wendy's"":15,""McDonald's"":15,""Ross Stores"":12,""DaVita"":12,""Chick-fil-A"":12,""Exxon Mobil"":12,""Rita's Italian Ice"":9,""Planet Fitness"":9}","{""android"":21,""ios"":13}",592.2718774,3.08E-05,4.00E-05,3.07E-06,7.38E-06
zzw-222@63r-6y3-45f,,CubeSmart,SG_BRAND_3609f80e8ab3db987d9be5010a726c20,CubeSmart,Lessors of Real Estate,Lessors of Miniwarehouses and Self-Storage Units,531130,39.105714,-77.184068,44 Research Pl,Rockville,MD,20850,US,,"{ ""Mon"": [[""9:30"", ""18:00""]], ""Tue"": [[""9:30"", ""18:00""]], ""Wed"": [[""9:30"", ""18:00""]], ""Thu"": [[""9:30"", ""18:00""]], ""Fri"": [[""9:30"", ""18:00""]], ""Sat"": [[""8:30"", ""17:00""]], ""Sun"": [] }",Packing Supplies,2020-06,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,1,1,"[1,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",240317010072,{},{},"{""240317044031"":4}",{},,19,"{""<5"":0,""5-10"":0,""11-20"":1,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",15.37758851,1.95E-06,2.90E-06,1.67E-07,5.46E-07
225-222@63v-6k5-3nq,,Abbott Hypnotherapy,,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330,41.443756,-81.975299,3197 Stone Wheel St,Avon,OH,44011,US,14406691710,,"Hypnosis,Mental Health",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,9,4,"[0,0,2,3,1,2,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]",390930131001,"{""391517111122"":4}","{""39093077100"":4}","{""391517111122"":4}","{""US"":4}",,77,"{""<5"":0,""5-10"":2,""11-20"":0,""21-60"":2,""61-120"":1,""121-240"":1,"">240"":3}",{},{},"{""android"":0,""ios"":4}",103.2507564,1.46E-04,2.24E-04,5.18E-07,8.25E-07
222-222@63v-6mg-p9z,,Cdw Service Center,,,Other Miscellaneous Manufacturing,,3399,41.414669,-81.814102,5221 W 164th St,Brook Park,OH,44142,US,12162675500,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,8,4,"[1,2,1,1,3,0,0]","[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",390351381072,"{""390351751033"":4}","{""39035175103"":4,""39035138109"":4}","{""390351381093"":4}","{""US"":4}",,519,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":2,""61-120"":0,""121-240"":0,"">240"":6}",{},{},"{""android"":0,""ios"":4}",91.77845016,3.00E-05,7.49E-05,4.61E-07,8.25E-07
222-223@63j-ghc-ysq,,Hair Biz,,,Personal Care Services,"Hair, Nail, and Skin Care Services",81211,39.384706,-84.574864,1188 Pyramid Hill Blvd,Hamilton,OH,45013,US,15138935471,,,,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
zzw-222@8gf-r7m-p35,,Irish Motors Westside,,,Automobile Dealers,Used Car Dealers,441120,35.602924,-82.62465,372 New Leicester Hwy,Asheville,NC,28806,US,18287745033,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }",Car Dealers,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,11,11,"[0,2,5,0,1,2,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]",370210026052,"{""370210025041"":4,""370210026052"":4,""370210026072"":4,""370899318012"":4,""370210025042"":4,""370210013002"":4}","{""37021002506"":4,""37021002504"":4,""37021002604"":4}","{""370210001001"":4,""370210025042"":4}","{""US"":13}",6142,13,"{""<5"":0,""5-10"":3,""11-20"":4,""21-60"":4,""61-120"":0,""121-240"":0,"">240"":0}","{""McDonald's"":18,""Cook Out"":9,""BP"":9,""Michaels Stores"":9,""Zaxby's"":9,""Walgreens"":9,""Ingles Markets"":9}","{""Ingles Markets"":55,""Starbucks"":27,""McDonald's"":27,""Walmart"":18,""BP"":18,""Taco Bell"":18,""Chick-fil-A"":18,""Zaxby's"":18,""Walgreens"":18,""Sonic"":9,""Advance Auto Parts"":9,""Golden Corral"":9,""Target"":9,""Cook Out"":9,""Jersey Mike's"":9,""Lowe's"":9,""Michaels Stores"":9,""Truist"":9,""Party City"":9,""Krispy Kreme Doughnuts"":9}","{""android"":6,""ios"":0}",137.8292433,1.13E-04,1.82E-04,7.03E-07,2.63E-06
zzy-224@63s-wn3-k4v,,St John's Lutheran Church,,,Religious Organizations,Religious Organizations,813110,39.504736,-77.566385,Church Hl,Myersville,MD,21773,US,13012932979,,Churches,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,4,4,"[1,0,0,1,0,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]",240217528022,{},"{""24021752802"":4}",{},"{""US"":4}",,11.5,"{""<5"":2,""5-10"":0,""11-20"":2,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":4}",61.51035406,5.41E-05,8.70E-05,6.68E-07,2.19E-06
223-222@63r-6cs-j7q,,Federal Circuit Librarian Howard T Markey National Courts Building,,,"Justice, Public Order, and Safety Activities",Courts,922110,38.899474,-77.034914,717 Madison Pl NW,Washington,DC,20439,US,,,Courthouses,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,1,1,"[0,0,0,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",110010101001,{},{},{},{},,19,"{""<5"":0,""5-10"":0,""11-20"":1,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",17.05954432,5.10E-04,8.36E-04,1.56E-06,3.40E-06
zzy-222@646-qqh-kmk,,Maysville United Methodist Church,,,Religious Organizations,Religious Organizations,813110,34.901561,-77.227168,301 Eighth,Maysville,NC,28555,US,19107433691,,Churches,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,9,8,"[2,2,2,1,1,0,1]","[1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]",371039201002,"{""371039201002"":7,""371290121041"":4}","{""37103920100"":6,""37133000402"":4,""37129012104"":4}","{""371330004021"":4,""371039201002"":4}","{""US"":10}",464,14,"{""<5"":0,""5-10"":3,""11-20"":3,""21-60"":2,""61-120"":1,""121-240"":0,"">240"":0}","{""Chick-fil-A"":22,""Chili's Grill & Bar"":11,""PetSmart"":11,""Omega Sports"":11,""Handy Mart"":11}","{""Handy Mart"":38,""Hallmark Cards"":25,""Walmart"":25,""Piggly Wiggly"":25,""Hobby Lobby Stores"":25,""Chick-fil-A"":25,""Cellular Sales"":13,""Chili's Grill & Bar"":13,""Childcare Network"":13,""Reeds Jewelers"":13,""Petsense"":13,""Taco Bell"":13,""Lowe's"":13,""The Home Depot"":13,""Speedway"":13,""PetSmart"":13,""Smoothie King"":13,""Dollar General"":13,""Rodeway Inn"":13,""Wendy's"":13}","{""android"":5,""ios"":4}",112.7693809,4.53E-05,7.35E-05,5.75E-07,1.91E-06
zzy-222@63d-7kx-66k,,First United Methodist Church,,,Religious Organizations,Religious Organizations,813110,40.768776,-79.053253,110 W Main St,Marion Center,PA,15759,US,17243975517,,Churches,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,35,33,"[1,2,6,2,8,15,1]","[1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]",420639602004,"{""420639606001"":6,""420639602002"":5,""420639602004"":5,""420210103001"":4,""420639605001"":4,""420639605003"":4}","{""42063960200"":14,""42063960600"":4,""42063960500"":4,""42063960300"":4,""42021010300"":4,""42063960900"":4}","{""420639605001"":6,""420639602004"":5,""420639602003"":4,""420639602002"":4,""420639605003"":4,""420659513002"":4}","{""US"":33}",11140,30,"{""<5"":1,""5-10"":6,""11-20"":5,""21-60"":10,""61-120"":7,""121-240"":6,"">240"":0}","{""Dollar General"":14,""Sheetz"":14,""McDonald's"":14,""Walmart"":9,""United States Postal Service (USPS)"":9,""Comfort Suites"":6,""Sunoco"":6,""The Primary Health Network"":3,""Honda"":3,""Target"":3,""Chipotle Mexican Grill"":3,""Goodwill Industries"":3,""ALDI"":3,""The Cheesecake Factory"":3,""Ruby Tuesday"":3,""KFC"":3,""SHOP 'n SAVE Supermarkets"":3,""Michaels Stores"":3,""Cartridge World"":3,""Eat'n Park"":3}","{""Sheetz"":48,""Dollar General"":39,""McDonald's"":39,""Walmart"":27,""Sunoco"":24,""United States Postal Service (USPS)"":18,""Starbucks"":15,""GetGo"":12,""Subway"":12,""Target"":9,""Verizon Wireless"":9,""ALDI"":9,""Lowe's"":9,""Eat'n Park"":9,""Wendy's"":9,""Burger King"":9,""Fox's Pizza Den"":9,""The Primary Health Network"":6,""Kawasaki Motors"":6,""Walmart Pharmacy"":6}","{""android"":11,""ios"":21}",460.6559046,1.99E-04,3.21E-04,2.39E-06,7.38E-06
22h-222@8gf-jp7-389,,Advanced Chiropractic Solutions,,,Offices of Other Health Practitioners,Offices of Chiropractors,621310,34.995166,-81.241454,33 Congress St N,York,SC,29745,US,18036286800,,Chiropractors,,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
222-222@8gg-jbv-grk,,Carolina Physical Therapy and Sports Medicine,,,Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,34.003516,-81.211201,229 Saluda Springs Rd,Lexington,SC,29072,US,18033590505,"{ ""Mon"": [[""7:30"", ""18:30""]], ""Tue"": [[""7:30"", ""18:30""]], ""Wed"": [[""7:30"", ""18:30""]], ""Thu"": [[""7:30"", ""18:30""]], ""Fri"": [[""7:30"", ""18:30""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }","Physical Therapy,Sports Medicine",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,5,4,"[0,1,1,3,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",450630210322,"{""450750120003"":4}","{""45063021021"":4}","{""450630210322"":4,""450630210141"":4}","{""US"":6}",,262,"{""<5"":0,""5-10"":2,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":3}",{},{},"{""android"":0,""ios"":5}",55.02032932,1.65E-04,2.51E-04,5.02E-07,1.53E-06
zzw-223@63d-575-x89,zzy-223@63d-575-vj9,Kings Family Restaurant,SG_BRAND_7f947048fe10ddf0,Kings Family Restaurant,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.310003,-79.598928,6297 State Route 30,Greensburg,PA,15601,US,17245235371,"{ ""Mon"": [[""7:00"", ""20:30""]], ""Tue"": [[""7:00"", ""20:30""]], ""Wed"": [[""7:00"", ""20:30""]], ""Thu"": [[""7:00"", ""20:30""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""7:00"", ""21:00""]], ""Sun"": [[""7:00"", ""20:30""]] }","Lunch,American Food,Casual Dining,Breakfast,Dinner",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,110,74,"[10,19,6,16,26,13,20]","[0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,1,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,1,2,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,1,1,1,2,3,0,4,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,1,0,3,1,1,0,0,2,0,0,0]",421298037003,"{""421298037001"":5,""421298021022"":4,""421298019002"":4,""421298026003"":4,""420035213014"":4,""421298038002"":4,""421298047022"":4,""421298026002"":4,""421298046002"":4,""240430112013"":4,""421298041002"":4,""421070037001"":4,""421298011002"":4,""421298038001"":4,""420512604012"":4,""421298028002"":4,""421298035012"":4,""421298072001"":4,""421298047012"":4,""421257610005"":4,""420034980002"":4,""421298070003"":4,""421298023012"":4}","{""42129802600"":7,""42129804702"":5,""42129803700"":5,""42129804000"":4,""42129801900"":4,""42129802800"":4,""42129807800"":4,""42125761000"":4,""42129802700"":4,""42129803902"":4,""42129807100"":4,""42003498000"":4,""24043011201"":4,""42129807000"":4,""42129803501"":4,""42051260401"":4,""42053530100"":4,""42129802002"":4}","{""421298047021"":4,""421298027001"":4,""421298042003"":4,""421298028002"":4,""421298032001"":4,""421298077002"":4,""421298040001"":4,""121090212032"":4,""421298036001"":4,""421298039023"":4,""421298048011"":4,""421298033011"":4,""421298051002"":4,""420034882003"":4,""421298072001"":4,""421298026002"":4,""421298047022"":4,""421298026001"":4,""421298039021"":4,""421298037001"":4,""421298019002"":4,""421298035012"":4,""540039711012"":4,""421298020022"":4}","{""US"":74}",8733,43.5,"{""<5"":2,""5-10"":17,""11-20"":11,""21-60"":49,""61-120"":16,""121-240"":4,"">240"":11}","{""Walmart"":22,""The Home Depot"":13,""Sheetz"":11,""Sunoco"":9,""Target"":7,""Dick's Sporting Goods"":5,""GetGo"":5,""SHOP 'n SAVE Supermarkets"":4,""Sam's Club"":4,""Giant Eagle"":3,""Speedway"":3,""Wendy's"":3,""Dairy Queen"":3,""Burger King"":3,""McDonald's"":3,""Play It Again Sports"":2,""PetSmart"":2,""GameStop"":2,""Dollar General"":2,""Ace Hardware"":2}","{""Walmart"":46,""McDonald's"":32,""Sheetz"":28,""The Home Depot"":24,""GetGo"":23,""Sunoco"":22,""Dollar General"":19,""Target"":18,""Speedway"":15,""Wendy's"":15,""Chick-fil-A"":15,""Dairy Queen"":14,""Dunkin'"":14,""Burger King"":12,""SHOP 'n SAVE Supermarkets"":9,""Subway"":9,""Giant Eagle"":8,""ALDI"":8,""Lowe's"":8,""Eat'n Park"":8}","{""android"":35,""ios"":37}",1447.7757,7.53E-05,9.77E-05,7.50E-06,1.65E-05
